lexeme_id,POS,frequency,frequency_Antiquitas,frequency_AetasPatrum,frequency_MediumAeuum,frequency_RecentiorLatinitas
praepolleo_v,verb,321,43,118,152,8
praepondero_v,verb,336,20,87,203,26
praepono_v,verb,13069,922,6947,5008,192
praeporto_v,verb,17,16,1,0,0
praerigesco_v,verb,1,1,0,0,0
praeripio_v,verb,926,206,312,379,29
praerumpo_v,verb,1640,403,792,439,6
praesaepio_v,verb,26,4,10,12,0
praesagio_v,verb,351,100,70,167,14
praescisco_v,verb,2207,50,579,1558,20
praescribo_v,verb,1888,171,909,618,190
praeseco_v,verb,59,29,24,6,0
praesentia_n,noun,16906,935,6483,8774,714
praesentio_v,verb,14281,479,5660,7682,460
praesideo_v,verb,4379,246,1569,2261,303
praesidium_n,noun,8711,4407,2549,1534,221
praestituo_v,verb,1254,103,857,232,62
praesto_v,verb,25188,3540,13625,6353,1670
praestolor/-o_v,verb,1442,44,478,897,23
praestringo_v,verb,471,102,288,51,30
praestruo_v,verb,348,24,301,19,4
praesum_v,verb,3490,578,1283,1551,78
praesumo_v,verb,12064,200,5883,5836,145
praetego_v,verb,36,11,15,7,3
praetendo_v,verb,3035,303,1240,1453,39
praetento_v,verb,99,24,39,27,9
praetereo_v,verb,41315,2792,17606,19772,1145
praeterfluo_v,verb,237,35,82,119,1
praetergredior_v,verb,347,33,138,143,33
praeterlabor_v,verb,75,8,38,18,11
praetermitto_v,verb,8149,925,3516,3408,300
praetero_v,verb,4189,268,1684,2161,76
praeterueho/-or_v,verb,189,149,20,4,16
praeteruolo_v,verb,164,48,83,28,5
praetexo_v,verb,1430,571,536,204,119
praetimeo_v,verb,13,2,3,8,0
praetracto_v,verb,17,1,2,7,7
praetrepido_v,verb,16,7,9,0,0
praetura_n,noun,789,607,179,3,0
praeualeo_v,verb,3944,188,1782,1915,59
praeuaricor/-o_v,verb,2786,32,1612,1123,19
praeueho/-or_v,verb,46,43,3,0,0
praeuenio_v,verb,8674,178,3440,4934,122
praeuerto/-or_v,verb,333,151,141,17,24
praeuideo_v,verb,5433,34,2141,3054,204
praeumbro_v,verb,3,3,0,0,0
praeuro_v,verb,85,53,18,14,0
prandeo_v,verb,1296,129,385,713,69
pratum_n,noun,1946,564,484,858,40
precor/-o_v,verb,8488,1751,2997,3540,200
prehendo_v,verb,269,158,58,34,19
prehenso_v,verb,6,3,1,2,0
premo_v,verb,16427,3141,6229,6403,654
presso_v,verb,483,175,167,129,12
pretium_n,noun,18210,2847,8780,6072,511
prex_n,noun,16961,1943,4777,9937,304
principium_n,noun,93682,2382,12838,73632,4830
priuo_v,verb,28217,5969,9478,11122,1648
probo_v,verb,51322,4029,18448,26273,2572
probrum1_n,noun,1406,485,350,544,27
probrum2_n,noun,1406,485,350,544,27
procedo_v,verb,39459,1474,7024,30201,760
procella_n,noun,3133,606,1355,1144,28
procer_n,noun,2104,382,616,1089,17
procido_v,verb,2079,147,800,1126,6
proclamo_v,verb,1586,152,729,657,48
proclino_v,verb,57,54,3,0,0
procreo_v,verb,4261,383,2303,1427,148
procubo_v,verb,3,1,2,0,0
procudo_v,verb,107,35,42,25,5
proculco_v,verb,238,95,45,87,11
procumbo_v,verb,836,246,253,318,19
procuro_v,verb,6602,466,2289,3628,219
procurro_v,verb,998,427,288,270,13
prodeo_v,verb,3897,631,1323,1673,270
prodigo_v,verb,424,76,171,167,10
proditor_n,noun,2224,287,644,1271,22
prodo_v,verb,10144,2481,4673,2694,296
produco_v,verb,20729,1183,4460,12996,2090
proelior/-o_v,verb,4098,1497,1930,658,13
proelium_n,noun,11376,5145,5012,1185,34
profano_v,verb,1191,102,767,305,17
profero_v,verb,28898,1662,13454,13209,573
proficio_v,verb,17923,823,6797,10135,168
proficiscor/-o_v,verb,55239,8249,19068,25765,2157
profiteor_v,verb,8520,835,3467,3758,460
profligo_v,verb,999,337,330,254,78
profluo_v,verb,1927,386,506,861,174
profor_v,verb,297,112,118,64,3
profugio_v,verb,856,477,225,152,2
profundo_v,verb,4800,826,1695,2145,134
progenero_v,verb,134,71,55,8,0
progenies_n,noun,3819,396,1900,1511,12
progero_v,verb,13,13,0,0,0
progigno_v,verb,1465,44,754,621,46
progredior_v,verb,7689,1177,2312,3201,999
prohibeo_v,verb,24591,1884,8876,13446,385
proicio_v,verb,10422,1214,4118,4587,503
prolabor_v,verb,1541,415,438,639,49
prolato_v,verb,1230,176,526,505,23
proles_n,noun,6004,1059,1625,3177,143
prolicio_v,verb,17,10,5,2,0
proloquor_v,verb,625,70,241,311,3
proludo_v,verb,68,32,36,0,0
proluo_v,verb,111,37,49,22,3
promereo/-eor_v,verb,3931,223,1372,2297,39
promineo_v,verb,1059,275,363,376,45
promissum_n,noun,12826,977,6348,5179,322
promitto_v,verb,46089,3282,21950,19898,959
promo_v,verb,9588,1289,3208,4844,247
promoueo_v,verb,4921,243,1084,2919,675
promulgo_v,verb,2724,396,889,1283,156
pronuntio_v,verb,8895,1000,5044,2718,133
propago_v,verb,3731,311,1615,1547,258
propello_v,verb,1298,338,225,670,65
propendeo_v,verb,517,150,120,98,149
propero_v,verb,7254,1664,2356,3176,58
propino_v,verb,1422,44,421,890,67
propinquo_v,verb,2681,318,1146,1170,47
propitio_v,verb,1954,126,766,1048,14
propolluo_v,verb,1,1,0,0,0
propono_v,verb,74854,4370,22411,45316,2757
propugno_v,verb,571,153,157,236,25
propulso_v,verb,1099,248,192,597,62
prora_n,noun,560,282,105,162,11
proripio_v,verb,244,77,96,70,1
prorito_v,verb,20,11,6,2,1
prorogo_v,verb,977,518,293,125,41
prorumpo_v,verb,1998,156,709,1110,23
proruo_v,verb,566,146,203,213,4
proscindo_v,verb,356,201,76,69,10
proscribo_v,verb,1475,457,529,434,55
prosequor_v,verb,8313,782,1546,5615,370
prosilio_v,verb,1011,144,401,444,22
prospecto_v,verb,468,171,138,156,3
prospero_v,verb,2311,200,839,1244,28
prospicio_v,verb,7377,1054,3080,2922,321
prosterno_v,verb,7678,626,2743,4280,29
prostituo_v,verb,1087,161,531,387,8
prosto_v,verb,108,38,22,31,17
prosubigo_v,verb,3,2,1,0,0
prosum_v,verb,14866,2140,6849,5624,253
protego_v,verb,5882,481,2083,3279,39
protendo_v,verb,1330,162,462,680,26
protero_v,verb,425,113,159,146,7
protraho_v,verb,1812,170,484,1043,115
protrudo_v,verb,71,20,14,3,34
proturbo_v,verb,296,75,111,110,0
proueho_v,verb,4506,410,1886,2032,178
prouenio_v,verb,9503,514,1620,6914,455
prouideo_v,verb,23520,1924,6521,14463,612
prouincia_n,noun,20821,5924,10036,4611,250
prouiuo_v,verb,1,1,0,0,0
prouoco_v,verb,9654,421,4496,4603,134
prouolo_v,verb,52,27,4,21,0
prouoluo_v,verb,671,130,216,308,17
prudentia_n,noun,21307,1352,4815,14361,779
prurio_v,verb,653,47,182,412,12
psallo_v,verb,4490,13,2089,2380,8
pubes_n,noun,1254,598,433,211,12
pubesco_v,verb,428,118,178,118,14
publico_v,verb,8958,2934,3317,2431,276
publicum_n,noun,25330,9076,9185,6126,943
pudeo_v,verb,5794,1404,2947,1365,78
pudicitia_n,noun,5341,610,3067,1656,8
pudor_n,noun,4949,1419,1848,1564,118
puella_n,noun,11092,3084,3241,4622,145
puer_n,noun,31143,4858,9043,16673,569
pueritia_n,noun,2794,484,870,1339,101
pugna_n,noun,12152,4573,3283,4136,160
pugno_v,verb,15348,3950,5136,5943,319
pullulo_v,verb,1137,14,444,662,17
pulso_v,verb,10128,958,4391,4667,112
puluis_n,noun,5704,541,2081,2911,171
pumico_v,verb,53,29,15,9,0
pungo_v,verb,18329,727,2681,9131,5790
punio/-ior_v,verb,15613,589,5498,9254,272
puppis_n,noun,1630,974,316,319,21
purgo_v,verb,15097,1439,5547,7960,151
purpura_n,noun,4531,754,1967,1794,16
purpuro_v,verb,2197,308,899,985,5
puteo_v,verb,5247,1057,2665,1328,197
puto_v,verb,60055,8594,28726,20873,1862
putrefacio_v,verb,790,85,289,367,49
putresco_v,verb,900,229,329,307,35
quadro_v,verb,14090,1722,5115,4597,2656
quaerito_v,verb,386,124,111,117,34
quaero_v,verb,103326,9819,42568,48286,2653
quaeso_v,verb,5096,911,2082,1895,208
quaestio_n,noun,26173,1935,8309,14768,1161
quaestor_n,noun,1102,781,248,63,10
quasso_v,verb,1653,476,570,603,4
quatio_v,verb,2210,963,782,458,7
queo_v,verb,567263,39955,243265,271962,12081
quercus_n,noun,2136,839,576,613,108
querela_n,noun,3181,514,1067,1541,59
queritor_v,verb,48,7,7,33,1
queror_v,verb,12319,2563,1348,8354,54
questus_n,noun,2450,1173,489,787,1
quies_n,noun,9331,1142,2311,5307,571
quiesco_v,verb,10663,617,2322,6956,768
quinquiplico_v,verb,2,2,0,0,0
rabies_n,noun,2922,613,1104,1169,36
radicesco_v,verb,1,1,0,0,0
radio/-or_v,verb,2148,270,751,986,141
radius_n,noun,5637,512,1389,2833,903
radix_n,noun,12593,2664,4038,5514,377
rado_v,verb,2632,478,685,1412,57
ramus_n,noun,5193,1073,1591,2426,103
rapio_v,verb,20106,5021,7263,7638,184
rapto_v,verb,1353,524,436,379,14
raresco_v,verb,243,34,78,127,4
ratio_n,noun,129189,8678,21658,86441,12412
ratiocinor_v,verb,2757,76,556,1423,702
ratis_n,noun,2364,1446,420,485,13
rebello_v,verb,2126,187,699,1221,19
reboo_v,verb,255,10,63,176,6
recalesco_v,verb,110,5,36,69,0
recanto_v,verb,15,2,2,10,1
recedo_v,verb,21698,1352,7368,12428,550
recenseo_v,verb,1706,159,748,618,181
recepto_v,verb,1455,270,383,694,108
reci'do_v,verb,910,223,267,345,75
"reci\do""_v",verb,1875,609,487,677,102
recingo_v,verb,68,47,21,0,0
recino_v,verb,85,23,33,27,2
recipero_v,verb,1765,555,540,657,13
recipio_v,verb,54648,5522,15339,31556,2231
reciproco_v,verb,474,92,137,175,70
recito_v,verb,7985,1120,4952,1803,110
reclamo_v,verb,1246,129,377,710,30
reclino_v,verb,948,38,262,625,23
recludo_v,verb,1445,323,414,661,47
recogito_v,verb,1332,16,364,938,14
recognosco_v,verb,4330,213,1738,2211,168
recolligo_v,verb,1079,59,168,839,13
recolo_v,verb,7241,66,1564,5510,101
reconcilio_v,verb,6168,249,2110,3756,53
recondo_v,verb,4566,416,1720,2323,107
recoquo_v,verb,168,53,61,31,23
recordor/-o_v,verb,6775,349,2935,3353,138
recorrigo_v,verb,34,8,26,0,0
recreo_v,verb,2312,327,640,1288,57
recrepo_v,verb,2,2,0,0,0
recrudesco_v,verb,98,9,39,47,3
rector_n,noun,6500,480,2841,3039,140
recubo_v,verb,764,179,271,314,0
recumbo_v,verb,2501,95,1131,1254,21
recuro_v,verb,37,16,21,0,0
recurro_v,verb,4717,285,1631,2685,116
recurso_v,verb,78,17,28,33,0
recuruo_v,verb,238,91,17,130,0
recuso_v,verb,4690,1051,1896,1638,105
recutio_v,verb,111,21,66,24,0
redarguo_v,verb,4197,61,1643,2450,43
reddo_v,verb,54395,6231,22521,24108,1535
redeo_v,verb,25649,3277,7986,13976,410
redigo_v,verb,8645,1013,3537,3699,396
redimio_v,verb,1451,309,551,590,1
redimo_v,verb,13486,886,5681,6822,97
redintegro_v,verb,931,200,328,395,8
reditus_n,noun,5969,1341,1771,2596,261
redoleo_v,verb,1885,123,414,1327,21
redono_v,verb,95,5,25,65,0
reduco_v,verb,12506,1235,2312,8407,552
redundo_v,verb,2864,240,896,1612,116
refello_v,verb,2296,372,1266,573,85
referio_v,verb,379,17,112,206,44
refero_v,verb,43285,7200,14452,19107,2526
refert_v,verb,21130,3418,7319,9449,944
reficio_v,verb,8261,882,3256,3981,142
refigo_v,verb,124,40,47,36,1
refingo_v,verb,12,8,1,2,1
reflagito_v,verb,2,2,0,0,0
reflecto_v,verb,2328,174,346,1047,761
refluo_v,verb,572,41,105,329,97
reformido_v,verb,510,125,214,160,11
reformo_v,verb,3951,51,1271,2570,59
refoueo_v,verb,868,110,317,441,0
refragor/-o_v,verb,444,19,191,215,19
refreno_v,verb,1975,61,719,1169,26
refrigero_v,verb,1529,497,375,559,98
refrigesco_v,verb,579,63,247,258,11
refringo_v,verb,574,136,89,97,252
refugio_v,verb,4917,637,2031,2208,41
refulgeo_v,verb,2049,210,793,1031,15
refundo_v,verb,1492,107,726,640,19
refuto_v,verb,1847,183,957,582,125
regelo_v,verb,23,17,0,5,1
regero_v,verb,1432,226,459,657,90
regia_n,noun,10253,2164,2997,4920,172
regina_n,noun,9466,792,2474,6135,65
regio_n,noun,16145,2850,5632,7036,627
reglutino_v,verb,9,1,8,0,0
regno_v,verb,29272,1956,11445,15492,379
regnum_n,noun,90586,5288,35259,48992,1047
rego_v,verb,124013,10026,41020,62609,10358
regredior_v,verb,4462,370,1739,2214,139
regula_n,noun,37111,382,4941,30001,1787
regusto_v,verb,21,15,0,6,0
reicio_v,verb,3510,946,1071,1230,263
relabor_v,verb,834,56,276,463,39
relanguesco_v,verb,17,12,3,2,0
relaxo_v,verb,2890,148,1362,1330,50
relego1_v,verb,2060,393,928,709,30
relego2_v,verb,2274,116,1397,749,12
releuo_v,verb,1998,88,813,1096,1
religio_n,noun,15439,1484,4950,8044,961
religo_v,verb,1417,437,474,498,8
relino_v,verb,4,2,1,1,0
relinquo_v,verb,62425,10595,23857,26649,1324
reliquia_n,noun,7690,504,2873,4233,80
reliquum_n,noun,28781,4492,10994,11475,1820
reluceo_v,verb,750,88,207,424,31
reluctor/-o_v,verb,1477,107,699,602,69
remaneo_v,verb,14550,398,4572,9319,261
remedium_n,noun,14546,2011,4552,7580,403
remeo_v,verb,2465,337,1189,924,15
remetior_v,verb,2185,41,91,2052,1
remigo_v,verb,313,85,78,145,5
remigro_v,verb,38,15,5,3,15
reminiscor/-o_v,verb,2628,99,773,1672,84
remisceo_v,verb,33,12,19,0,2
remitto_v,verb,15651,2354,5318,7417,562
remolior_v,verb,10,9,1,0,0
remollesco_v,verb,14,4,0,10,0
remollio_v,verb,16,7,8,1,0
remordeo_v,verb,495,11,83,400,1
remoror_v,verb,638,116,194,285,43
remoueo_v,verb,28069,2304,5533,18687,1545
remugio_v,verb,39,18,11,9,1
remuneror/-o_v,verb,3101,83,889,2118,11
remus_n,noun,1813,717,334,739,23
renarro_v,verb,23,5,16,2,0
renascor_v,verb,5909,304,2648,2864,93
renauigo_v,verb,15,13,0,0,2
renideo_v,verb,362,168,172,20,2
renouo_v,verb,6144,732,2333,2869,210
renuntio_v,verb,4398,508,2263,1579,48
renuo_v,verb,1711,86,434,1153,38
reor/-eo_v,verb,63452,15089,18979,24364,5020
reparo_v,verb,7248,242,2963,3968,75
repello_v,verb,10227,1361,3761,4935,170
rependo_v,verb,1861,132,500,1191,38
repenso_v,verb,242,16,187,38,1
reperio_v,verb,17094,3278,6015,6603,1198
repeto_v,verb,15863,2841,6542,5772,708
repleo_v,verb,16160,675,6288,8871,326
replico_v,verb,2182,87,903,1127,65
repo_v,verb,11256,2802,4356,3990,108
repono_v,verb,7843,981,2481,4145,236
reporto_v,verb,2143,183,671,1265,24
reposco_v,verb,790,187,328,265,10
repraesento_v,verb,4344,208,523,2628,985
reprehendo_v,verb,9438,1286,4214,3698,240
reprimo_v,verb,3273,440,890,1871,72
repto_v,verb,733,104,306,311,12
repudio_v,verb,3874,729,2002,1072,71
repugno_v,verb,10344,840,3714,4824,966
repullulo_v,verb,27,4,7,15,1
repurgo_v,verb,237,103,48,56,30
reputo_v,verb,10602,390,2355,7732,125
requiesco_v,verb,7940,273,3291,4356,20
requiro_v,verb,23220,1038,8443,12622,1117
res-publica_n,noun,3506,111,584,2104,707
res_n,noun,315861,61410,89285,135563,29603
resaluto_v,verb,167,24,48,82,13
rescindo_v,verb,1529,301,890,293,45
rescio_v,verb,226,57,18,138,13
rescisco_v,verb,147,78,5,59,5
rescribo_v,verb,6940,477,5241,1188,34
reseco_v,verb,1540,231,589,637,83
resero_v,verb,3586,258,1501,1777,50
reseruo_v,verb,7067,397,2820,3658,192
resideo_v,verb,6043,661,1959,3280,143
resido_v,verb,5533,660,1716,3031,126
resigno_v,verb,831,40,176,561,54
resilio_v,verb,907,69,201,577,60
resipisco_v,verb,1165,32,446,670,17
resisto_v,verb,13894,1089,4816,7136,853
resoluo_v,verb,6633,1170,2284,2884,295
resono_v,verb,2045,299,829,889,28
resorbeo_v,verb,90,42,30,10,8
respecto_v,verb,408,165,151,79,13
respergo_v,verb,1386,236,282,867,1
respicio_v,verb,31134,1476,8721,19706,1231
respiro_v,verb,1956,160,556,1202,38
resplendeo_v,verb,1440,18,553,862,7
respondeo_v,verb,82018,5456,29599,44999,1964
responsum_n,noun,10104,1540,4130,4227,207
respuo_v,verb,4540,233,2077,2159,71
restagno_v,verb,72,47,5,20,0
restauro_v,verb,2002,9,588,1371,34
restinguo_v,verb,777,295,327,125,30
restituo_v,verb,19532,2125,9940,7136,331
resto_v,verb,5289,726,1916,2478,169
restringo_v,verb,1563,107,421,899,136
resudo_v,verb,26,4,18,4,0
resulto_v,verb,1388,71,374,712,231
resumo_v,verb,2899,134,586,2103,76
resupino_v,verb,236,141,50,29,16
resurgo_v,verb,20131,137,8886,11061,47
retardo_v,verb,1046,97,307,580,62
retego_v,verb,596,117,289,185,5
retendo_v,verb,4396,1031,1491,1713,161
retento_v,verb,931,119,431,362,19
retero_v,verb,12,12,0,0,0
retexo_v,verb,697,100,323,257,17
reticeo_v,verb,1561,233,637,671,20
reticesco_v,verb,146,34,48,63,1
retineo_v,verb,21965,3363,7774,9889,939
retono_v,verb,15,1,14,0,0
retorqueo_v,verb,2215,130,778,1270,37
retracto_v,verb,2264,173,1162,870,59
retraho_v,verb,3623,261,929,2358,75
retro-cedo_v,verb,270,9,16,219,26
retro-flecto_v,verb,6,0,0,0,6
retro-uerto_v,verb,41,1,22,8,10
retroduco_v,verb,2,2,0,0,0
retundo_v,verb,735,124,292,293,26
reualesco_v,verb,69,19,38,7,5
reueho_v,verb,406,105,125,174,2
reuello_v,verb,672,353,181,122,16
reuelo_v,verb,20087,56,7765,11304,962
reuenio_v,verb,71,45,14,12,0
reuerbero_v,verb,486,16,128,333,9
reuereor_v,verb,13791,474,3012,9982,323
reuertor/-o_v,verb,29466,2027,11340,15849,250
reuilesco_v,verb,2,1,1,0,0
reuincio_v,verb,428,160,166,90,12
reuinco_v,verb,558,76,315,154,13
reuiresco_v,verb,119,27,37,49,6
reuiso_v,verb,783,196,171,394,22
reuiuo_v,verb,573,89,248,231,5
reuoco_v,verb,15086,1975,6099,6505,507
reuolo_v,verb,181,25,82,70,4
reuoluo_v,verb,4300,316,1359,2486,139
reuomo_v,verb,83,30,21,30,2
reus_n,noun,73989,13259,21873,33718,5139
rex_n,noun,102891,9066,33666,58891,1268
rideo/-eor_v,verb,9176,1739,3277,3839,321
rigeo_v,verb,1177,527,406,232,12
rigesco_v,verb,131,35,53,42,1
rigido_v,verb,268,84,84,83,17
rigo_v,verb,2773,424,1155,1179,15
rimor/-o_v,verb,1311,193,515,546,57
ripa_n,noun,3194,1493,852,820,29
risus_n,noun,5066,760,1695,2491,120
ritus_n,noun,6472,836,2347,2716,573
riuus_n,noun,2063,449,673,897,44
rixa_n,noun,1630,234,616,755,25
rixor/-o_v,verb,1043,158,369,505,11
roboro_v,verb,5267,209,1652,3240,166
robur_n,noun,4707,702,1571,2218,216
rodo_v,verb,6530,1753,957,3659,161
rogito_v,verb,624,288,81,255,0
rogo_v,verb,20541,3784,7901,8574,282
rogus_n,noun,5705,1299,2260,2089,57
roro_v,verb,1174,300,336,527,11
rostrum_n,noun,1771,1033,298,388,52
rota_n,noun,4949,631,1866,2293,159
roto_v,verb,1806,333,604,755,114
rotundo_v,verb,438,89,131,175,43
rubeo_v,verb,2297,1020,580,688,9
rubesco_v,verb,172,70,53,44,5
rubor_n,noun,1276,250,318,686,22
ructo/-or_v,verb,437,48,304,75,10
rudo_v,verb,2028,613,648,684,83
ruina_n,noun,9443,1321,4187,3865,70
rumino/-or_v,verb,1660,53,544,1046,17
rumor_n,noun,2397,713,529,1104,51
rumpo_v,verb,7637,2419,2759,2365,94
runco_v,verb,91,79,9,3,0
ruo_v,verb,7519,2466,2185,2777,91
rupes_n,noun,2675,1080,902,669,24
rus_n,noun,2910,1267,974,644,25
sacco_v,verb,404,37,140,226,1
sacerdos_n,noun,45661,1138,16616,27228,679
sacrifico/-or_v,verb,5178,404,2182,2569,23
sacro_v,verb,14589,1875,4319,7982,413
sacrum_n,noun,37029,4529,9852,20956,1692
saeculum_n,noun,53253,1259,28785,22664,545
saepio_v,verb,2110,956,854,282,18
saeuio_v,verb,6431,923,3907,1578,23
saeuitia_n,noun,2340,686,986,635,33
sagino_v,verb,1821,181,837,793,10
sagitta_n,noun,6379,966,2643,2708,62
sagittarius_n,noun,1139,262,496,368,13
salio_v,verb,7779,1419,2713,3529,118
salto_v,verb,7243,656,1986,3902,699
saltus_n,noun,5537,1494,1706,2261,76
salueo_v,verb,1173,267,321,497,88
salus_n,noun,34702,2176,13079,18847,600
saluto_v,verb,24994,1777,10231,12481,505
sancio_v,verb,498809,2379,175972,314931,5527
sanguino_v,verb,8516,539,2979,4896,102
sanguis_n,noun,36284,3276,11891,20672,445
sanitas_n,noun,7700,239,2827,4453,181
sano_v,verb,17170,976,7008,9009,177
sapientia_n,noun,94308,2127,31485,58826,1870
sapio_v,verb,136225,7491,44687,81485,2562
sarcina_n,noun,2790,359,1318,1085,28
sarcio_v,verb,922,252,434,166,70
satio_v,verb,5049,607,2105,2303,34
satisfacio_v,verb,6212,223,1673,4032,284
satisfit_v,verb,268,9,116,114,29
saturo_v,verb,3862,174,1820,1847,21
saucio_v,verb,1457,128,704,610,15
sauior/-o_v,verb,78,65,12,1,0
saxum_n,noun,6864,3231,2139,1361,133
scabo_v,verb,89,58,3,25,3
scaena_n,noun,819,580,215,17,7
scalpo_v,verb,610,223,236,127,24
scando_v,verb,1554,369,465,676,44
scateo_v,verb,513,65,250,149,49
scelero_v,verb,6300,1242,2944,2034,80
scelus_n,noun,14534,3696,5803,4900,135
sceptrum_n,noun,2713,562,822,1326,3
scientia_n,noun,74974,1548,17226,52284,3916
scindo_v,verb,7837,810,3076,3843,108
scintillo_v,verb,596,53,140,377,26
scio_v,verb,177315,10649,54929,108164,3573
sciscitor/-o_v,verb,1629,249,509,862,9
scisco_v,verb,95,38,32,21,4
scitor_v,verb,69,23,29,16,1
scopulus_n,noun,1193,543,400,218,32
scribo_v,verb,315457,16228,154075,139480,5674
scriptor_n,noun,3680,683,1320,1369,308
scrutor/-o_v,verb,5917,405,2452,2985,75
sculpo_v,verb,1696,69,611,972,44
scutum_n,noun,4081,646,1461,1939,35
secedo_v,verb,2345,292,793,1207,53
secerno_v,verb,40646,3198,14683,22318,447
secludo_v,verb,747,85,189,292,181
seco_v,verb,9231,1580,3602,2865,1184
sector/-o_v,verb,7112,323,3156,3350,283
secubo_v,verb,23,12,2,9,0
secundo_v,verb,41625,953,4727,35083,862
securis_n,noun,5064,832,2263,1935,34
securitas_n,noun,3983,251,1642,1940,150
sedeo_v,verb,40964,3187,14600,22754,423
sedes_n,noun,23131,2783,7921,11786,641
seditio_n,noun,3369,737,1204,1332,96
sedo_v,verb,11052,1728,3513,5538,273
seduco_v,verb,7044,204,2869,3927,44
seges_n,noun,2540,688,1009,790,53
segrego_v,verb,4215,121,1706,2298,90
seiungo_v,verb,1384,256,512,318,298
seligo_v,verb,574,91,281,56,146
semen_n,noun,31993,3712,13828,14020,433
semino_v,verb,9514,493,4533,4367,121
semoueo_v,verb,1064,168,292,541,63
senator_n,noun,2683,947,1195,507,34
senatus_n,noun,29200,17494,10298,1237,171
senecta_n,noun,1398,724,465,206,3
senectus_n,noun,3538,829,1321,1321,67
seneo_v,verb,2111,289,833,942,47
senesco_v,verb,1535,250,653,614,18
sensus_n,noun,119102,4098,37055,70282,7667
sententia_n,noun,55919,6804,26367,20655,2093
sentio_v,verb,117520,6253,40885,62985,7397
separo_v,verb,37645,738,9782,26159,966
sepelio_v,verb,20719,1323,7389,11878,129
sepono_v,verb,1571,365,483,526,197
sepulcrum_n,noun,7355,764,2417,4167,7
sequor/-o_v,verb,128850,9937,44937,69676,4300
sereno_v,verb,1129,217,287,602,23
series_n,noun,5497,398,1883,2353,863
sermo_n,noun,51286,2854,23239,24521,672
sero1_v,verb,108765,29697,29554,39610,9904
sero2_v,verb,15323,3103,6375,5674,171
serpo_v,verb,31484,3746,12730,14804,204
sertum_n,noun,939,347,248,332,12
seruio_v,verb,43255,1919,19192,21587,557
seruitium_n,noun,6535,588,1788,3889,270
seruitus_n,noun,8993,569,4221,4022,181
seruo_v,verb,50640,5046,22572,21389,1633
seruus_n,noun,50845,3101,26542,20697,505
sestertium_n,noun,906,709,163,27,7
seueritas_n,noun,2641,403,1165,1042,31
seuoco_v,verb,74,44,20,3,7
sexus_n,noun,13442,950,6710,5574,208
sibilo_v,verb,662,71,239,342,10
sicco_v,verb,4103,1335,1356,1328,84
sido_v,verb,950,440,299,177,34
sidus_n,noun,9731,3432,3467,2447,385
significo/-or_v,verb,67218,1889,19614,44223,1492
signo_v,verb,30417,3117,9048,17498,754
signum_n,noun,72386,9242,18918,42248,1978
silentium_n,noun,13081,1718,4120,7042,201
sileo_v,verb,12639,1936,4182,6312,209
silesco_v,verb,626,17,258,348,3
silua_n,noun,8222,2694,3111,2321,96
similitudo_n,noun,28066,979,7564,18775,748
simulacrum_n,noun,6997,1324,3674,1875,124
simulatio_n,noun,1870,240,580,1016,34
simulo_v,verb,8843,1620,3296,3808,119
singultio_v,verb,39,13,4,4,18
sino_v,verb,110705,10894,39231,56329,4251
sinuo_v,verb,408,197,155,56,0
sinus_n,noun,11593,3473,4113,3491,516
sisto_v,verb,40792,3313,10177,24983,2319
sitio_v,verb,13975,954,6339,6565,117
sitis_n,noun,11715,1059,4637,5790,229
situs_n,noun,7528,1117,1265,4044,1102
socer_n,noun,1982,650,911,405,16
societas_n,noun,7513,958,2994,2905,656
socio/-or_v,verb,6291,485,3162,2582,62
socius_n,noun,11320,3274,3298,4638,110
sol_n,noun,85814,7429,30372,44840,3173
solacium_n,noun,4410,1037,2303,1069,1
soleo_v,verb,45310,8116,15871,19454,1869
solido_v,verb,3942,292,1691,1766,193
solitudo_n,noun,4567,614,1762,2134,57
sollicito_v,verb,3849,749,1393,1670,37
sollicitudo_n,noun,6794,451,2470,3754,119
solo_v,verb,37932,4465,14034,16951,2482
solor_v,verb,932,211,248,429,44
solum_n,noun,211732,15588,73911,113901,8332
soluo_v,verb,50407,5049,21441,23000,917
somnio/-or_v,verb,2654,356,995,1056,247
somnium_n,noun,6689,763,2597,2997,332
somnus_n,noun,9578,1956,3192,4147,283
sonitus_n,noun,4256,871,1664,1597,124
sono_v,verb,13491,1884,5013,6350,244
sonus_n,noun,8067,849,2814,3927,477
sopio_v,verb,3092,404,1040,1494,154
sopor_n,noun,1215,261,361,582,11
soporo_v,verb,827,80,226,515,6
sorbeo_v,verb,707,227,219,230,31
sordeo_v,verb,2346,156,942,1229,19
soror_n,noun,11789,1901,4123,5668,97
sors_n,noun,10945,1289,2962,6543,151
sortior/-io_v,verb,6523,1079,2476,2808,160
sospito_v,verb,329,42,114,170,3
spargo_v,verb,7135,2529,2159,2163,284
spatior/-o_v,verb,4109,875,1621,1125,488
spatium_n,noun,20405,3777,7284,5572,3772
species_n,noun,112769,4053,26546,77325,4845
spectaculum_n,noun,5418,1246,2004,2065,103
specto_v,verb,13336,4165,3634,2997,2540
speculor_v,verb,4179,420,1018,2685,56
specus_n,noun,1601,885,301,349,66
sperno_v,verb,8829,1196,3188,4353,92
spero_v,verb,27413,2277,11074,13579,483
spes_n,noun,59650,7188,18452,33027,983
