lexeme_id,POS,frequency,frequency_Antiquitas,frequency_AetasPatrum,frequency_MediumAeuum,frequency_RecentiorLatinitas
dispono_v,verb,25409,1843,6371,16082,1113
dispungo_v,verb,104,4,87,12,1
disputatio_n,noun,4168,449,2434,1110,175
disputo_v,verb,12498,1244,6531,4292,431
dissaepio_v,verb,28,17,11,0,0
dissemino_v,verb,752,22,342,319,69
dissentio/-ior_v,verb,2722,448,880,1115,279
dissero1_v,verb,6390,939,3387,1663,401
dissero2_v,verb,4807,638,2757,1237,175
disserto_v,verb,128,24,64,22,18
dissideo_v,verb,1956,314,736,830,76
dissilio_v,verb,275,63,87,98,27
dissimulo_v,verb,5872,1088,1912,2777,95
dissipo_v,verb,5478,584,2334,2482,78
dissocio_v,verb,440,73,255,106,6
dissoluo_v,verb,10924,903,4336,5394,291
dissuadeo_v,verb,779,212,134,397,36
dissulto_v,verb,41,15,16,10,0
dissuo_v,verb,268,14,86,166,2
distendo_v,verb,1922,284,902,702,34
distermino_v,verb,286,74,115,83,14
distineo_v,verb,1242,270,554,394,24
distinguo_v,verb,35426,1123,5079,24220,5004
disto_v,verb,13520,1245,3216,7795,1264
distorqueo_v,verb,1080,97,371,592,20
distraho_v,verb,3717,353,2025,1212,127
distribuo_v,verb,7674,699,2543,4115,317
distringo_v,verb,4497,175,1944,2363,15
disturbo_v,verb,299,127,44,117,11
ditesco_v,verb,96,4,47,37,8
dito_v,verb,2788,137,978,1577,96
diuarico_v,verb,151,26,71,51,3
diuello_v,verb,879,161,325,295,98
diuendo_v,verb,73,63,4,6,0
diuerbero_v,verb,85,22,26,37,0
diuerto_v,verb,121268,6310,36500,70609,7849
diuido_v,verb,44072,3784,14455,23773,2060
diuino_v,verb,33191,695,7889,23708,899
diuinum_n,noun,47663,811,12769,32717,1366
diuitiae_n,noun,14660,862,5650,7888,260
diuulgo_v,verb,1500,84,346,1054,16
diuus_n,noun,4629,1283,2793,481,72
do_v,verb,254389,31615,93597,119374,9803
doceo_v,verb,66275,4764,28289,30445,2777
doleo/-eor_v,verb,17813,1649,5926,10072,166
dolo_v,verb,9191,1263,3460,4325,143
dolor_n,noun,27732,5263,8548,13420,501
dolus_n,noun,10088,948,6001,2999,140
domina_n,noun,12228,1552,3282,7301,93
dominatio_n,noun,3151,211,1410,1507,23
dominor_v,verb,12026,519,4902,6400,205
dominus_n,noun,423142,3316,200180,217820,1826
domito_v,verb,236,121,61,53,1
domo_v,verb,15454,2088,5962,7329,75
domus1_n,noun,53787,5959,21547,25900,381
domus2_n,noun,104219,8547,44395,50601,676
dono_v,verb,35796,2129,18315,15034,318
donum_n,noun,45153,2304,13559,28480,810
dormio_v,verb,20459,952,7397,11820,290
dormito_v,verb,1280,42,469,751,18
dos_n,noun,4775,513,2749,1360,153
doto_v,verb,2385,250,1190,872,73
dubito_v,verb,18406,2222,7648,7429,1107
duco_v,verb,50206,8683,16898,22368,2257
ducto_v,verb,1437,347,539,445,106
dulcesco_v,verb,259,12,76,159,12
duplico_v,verb,4647,460,1342,2064,781
duresco_v,verb,190,46,79,56,9
duro_v,verb,9714,1690,2706,4770,548
dux_n,noun,22770,5604,7160,9736,270
e'do_v,verb,12356,1683,4877,5394,402
"e\do""_v",verb,19182,3742,8094,6656,690
ebibo_v,verb,367,52,160,145,10
eblandior_v,verb,57,33,24,0,0
ebrietas_n,noun,2980,139,1331,1466,44
ebullio_v,verb,755,7,230,435,83
ebur_n,noun,884,344,221,312,7
edico_v,verb,13599,2771,7343,3238,247
edisco_v,verb,585,204,221,115,45
edissero_v,verb,821,40,463,306,12
edoceo_v,verb,4501,185,1695,2420,201
edomo_v,verb,1015,53,572,384,6
edormio_v,verb,8,4,3,0,1
educo1_v,verb,2867,583,885,1175,224
educo2_v,verb,8288,1108,2661,4270,249
eduro_v,verb,4,4,0,0,0
effectus_n,noun,59856,1208,8060,46849,3739
effemino_v,verb,1099,198,311,587,3
effercio_v,verb,36,10,16,10,0
effero1_v,verb,891,228,288,358,17
effero2_v,verb,9291,1635,3623,3785,248
effervesco_v,verb,248,74,84,85,5
effervo_v,verb,98,12,31,55,0
efficio_v,verb,76190,4348,16294,49570,5978
effigies_n,noun,2571,825,865,815,66
effingo_v,verb,501,159,103,88,151
efflagito_v,verb,414,82,82,244,6
effligo_v,verb,36,23,13,0,0
efflo_v,verb,420,115,129,162,14
effloresco_v,verb,153,21,47,60,25
effluo_v,verb,1468,180,304,913,71
effodio_v,verb,2147,429,890,789,39
effor_v,verb,790,236,163,206,185
effreno_v,verb,1014,133,479,395,7
effrico_v,verb,8,7,1,0,0
effringo_v,verb,935,163,217,537,18
effugio_v,verb,4019,1023,1287,1595,114
effulgeo_v,verb,699,73,210,400,16
effundo_v,verb,15527,2505,5587,7234,201
effutuo_v,verb,1,1,0,0,0
egeo_v,verb,9748,1635,4108,3868,137
egero_v,verb,4446,862,1726,1780,78
egestas_n,noun,1734,247,702,730,55
egredior_v,verb,24133,1776,8368,13719,270
eiaculor/-o_v,verb,37,10,0,19,8
eicio_v,verb,9914,952,3514,5422,26
eiecto_v,verb,330,75,93,161,1
eiuro_v,verb,65,47,5,4,9
elabor_v,verb,2507,411,445,1507,144
elaboro_v,verb,1938,389,630,797,122
elanguesco_v,verb,149,34,45,63,7
elargior_v,verb,74,1,0,53,20
elephantus_n,noun,1114,627,282,162,43
eleuo_v,verb,13512,153,4166,8771,422
elicio_v,verb,2550,348,620,1341,241
elido_v,verb,2051,419,1007,585,40
eligo_v,verb,66504,1965,23793,39555,1191
eliquo_v,verb,326,66,121,139,0
eloquentia_n,noun,6891,2319,2636,1646,290
eloquor_v,verb,6720,1902,2530,2068,220
eluceo_v,verb,679,52,292,287,48
eluctor_v,verb,92,49,14,18,11
elucubro/-or_v,verb,101,9,68,20,4
eludo_v,verb,1100,415,365,287,33
eluo_v,verb,451,236,130,71,14
emancipo_v,verb,2477,86,2189,187,15
emano_v,verb,1121,44,224,673,180
emarcesco_v,verb,129,2,39,87,1
emendo_v,verb,6887,784,3417,2459,227
ementior_v,verb,346,150,120,34,42
emercor_v,verb,16,4,7,5,0
emereo/-eor_v,verb,2918,572,1208,1120,18
emergo_v,verb,2519,279,1013,1091,136
emetior_v,verb,1513,305,758,431,19
emico_v,verb,1012,196,396,396,24
emigro_v,verb,200,15,134,46,5
emineo_v,verb,5416,926,1912,2377,201
emiror_v,verb,10,3,7,0,0
emitto_v,verb,9744,1645,3087,4739,273
emo_v,verb,17299,2766,7645,6675,213
emolior_v,verb,20,6,7,7,0
emollio_v,verb,1162,143,242,735,42
emolo_v,verb,26,5,15,6,0
emorior_v,verb,1527,221,610,662,34
emoueo_v,verb,179,113,34,30,2
emptito_v,verb,2,2,0,0,0
emulgeo_v,verb,66,16,3,41,6
emundo_v,verb,2076,74,625,1375,2
emungo_v,verb,238,34,57,130,17
emunio_v,verb,53,34,2,17,0
enarro_v,verb,3359,108,1184,1993,74
enascor_v,verb,556,291,156,21,88
enato_v,verb,188,51,48,81,8
enauigo_v,verb,149,14,36,94,5
eneco_v,verb,317,131,104,71,11
eneruo_v,verb,756,84,269,370,33
eniteo_v,verb,613,97,194,303,19
enitesco_v,verb,316,35,103,172,6
enitor_v,verb,835,228,314,241,52
eno_v,verb,507,266,133,42,66
enodo_v,verb,653,42,261,333,17
enotesco_v,verb,9,6,1,1,1
ensis_n,noun,2670,1105,481,1047,37
enubo_v,verb,2,2,0,0,0
enucleo_v,verb,530,55,169,256,50
enumero_v,verb,5072,290,2328,2244,210
enuntio_v,verb,2157,226,947,924,60
eo_v,verb,214966,25703,71506,108756,9001
epistula_n,noun,11959,2404,9119,434,2
epoto_v,verb,450,182,101,162,5
epulae_n,noun,2511,555,1115,812,29
epulor/-o_v,verb,3280,477,1282,1504,17
eques_n,noun,9166,5787,1713,1619,47
equitatus_n,noun,2246,1380,481,384,1
equito_v,verb,5439,2475,779,2142,43
equus_n,noun,16411,3857,4623,7632,299
erado_v,verb,498,77,261,146,14
erepo_v,verb,4046,1515,1440,1075,16
erigo_v,verb,16413,1341,5899,8648,525
eripio_v,verb,8957,2463,3364,3028,102
erodo_v,verb,223,149,32,29,13
erogo_v,verb,3121,171,1668,1258,24
erro_v,verb,22590,2341,9840,9591,818
error_n,noun,22793,1206,9978,10209,1400
erubeo_v,verb,758,80,327,349,2
erubesco_v,verb,6686,333,3343,2974,36
eructo/-or_v,verb,1331,60,492,778,1
erudio_v,verb,11948,916,4859,5672,501
erumpo_v,verb,4361,856,1658,1743,104
eruo_v,verb,5912,733,2890,1951,338
eruptio_n,noun,484,314,115,39,16
escendo_v,verb,254,201,51,2,0
esurio_v,verb,11000,310,5600,5040,50
euado_v,verb,8243,780,3124,4028,311
euagor/-o_v,verb,829,75,328,408,18
eualesco_v,verb,50,19,21,7,3
euanesco_v,verb,1476,88,444,802,142
eueho_v,verb,1166,285,380,386,115
euello_v,verb,2737,337,1003,1330,67
euenio_v,verb,9711,1970,3291,4099,351
euentus_n,noun,8540,1324,2584,4138,494
euerbero_v,verb,48,30,14,4,0
euerto_v,verb,5551,1061,2484,1818,188
euigilo_v,verb,2434,39,901,1467,27
euincio_v,verb,169,89,44,13,23
euinco_v,verb,1595,161,993,322,119
euiro_v,verb,92,2,60,30,0
euito_v,verb,3373,248,1176,1796,153
euoco_v,verb,3140,735,914,1406,85
euolo_v,verb,763,110,253,356,44
euoluo_v,verb,2078,245,585,977,271
euomo_v,verb,974,65,286,603,20
euulgo_v,verb,24,9,0,1,14
exacerbo_v,verb,566,33,255,273,5
exacuo_v,verb,517,109,166,232,10
exaedifico_v,verb,187,79,64,42,2
exaequo_v,verb,790,173,441,131,45
exaestuo_v,verb,655,98,347,203,7
exaggero_v,verb,1233,96,600,508,29
exagito_v,verb,1424,194,682,509,39
examino_v,verb,5499,190,2200,2446,663
exanimo_v,verb,1225,557,325,338,5
exardeo_v,verb,799,132,342,324,1
exardesco_v,verb,1264,149,473,631,11
exarmo_v,verb,203,84,95,22,2
exaspero_v,verb,1952,176,835,922,19
exauctoro_v,verb,218,50,73,94,1
exaudio_v,verb,8001,363,3399,4220,19
excaeco_v,verb,2087,121,752,1198,16
excalceo/-or_v,verb,14,12,2,0,0
excandesco_v,verb,217,49,41,104,23
excanto_v,verb,47,27,11,8,1
excarnifico_v,verb,57,22,31,2,2
excauo_v,verb,253,102,79,39,33
excedo_v,verb,17261,1250,3805,11077,1129
excello_v,verb,9730,1032,2142,6239,317
excepto_v,verb,2229,204,871,1071,83
excerno_v,verb,526,79,138,285,24
excerpo_v,verb,943,150,398,365,30
exci'do_v,verb,3190,658,978,1469,85
"exci\do""_v",verb,5750,1394,1974,2260,122
excio_v,verb,2479,632,898,873,76
excipio_v,verb,28312,3584,11506,12135,1087
excito_v,verb,12212,1641,4272,5368,931
exclamo_v,verb,2911,281,1379,1240,11
excludo_v,verb,15298,996,4566,9117,619
excogito_v,verb,3381,713,901,1314,453
excolo_v,verb,2953,302,1033,1183,435
excoquo_v,verb,976,164,375,427,10
excresco_v,verb,1402,174,363,835,30
excrucio_v,verb,765,133,361,254,17
excubo_v,verb,735,132,251,350,2
exculco_v,verb,16,10,6,0,0
excurro_v,verb,1444,269,571,533,71
excuso_v,verb,7644,556,2877,4102,109
excutio_v,verb,6290,1450,2248,2350,242
exedo_v,verb,810,382,229,179,20
exemplar_n,noun,5988,388,1323,3888,389
exemplum_n,noun,61426,4797,21702,31329,3598
exeo_v,verb,31240,3445,10624,16503,668
exerceo_v,verb,42113,10919,12967,16730,1497
exercitatio_n,noun,2120,599,504,724,293
exercito_v,verb,3411,400,844,2052,115
exercitus_n,noun,39472,11988,11621,15570,293
exhalo_v,verb,808,98,307,268,135
exhaurio_v,verb,3092,941,969,1032,150
exheredo_v,verb,1490,187,1133,169,1
exhibeo_v,verb,21468,331,8029,12230,878
exhilaro_v,verb,888,25,146,672,45
exhorreo_v,verb,476,27,223,203,23
exhorresco_v,verb,334,36,145,149,4
exhortor/-o_v,verb,4027,103,1572,2321,31
exigo_v,verb,19880,2612,7207,9274,787
exilium_n,noun,4824,986,2052,1732,54
eximo_v,verb,3893,1294,1098,1156,345
exinanio_v,verb,2856,108,1417,1304,27
existimo_v,verb,15966,3453,6349,5161,1003
exitium_n,noun,3639,1042,2008,559,30
exitus_n,noun,14012,2528,5345,5827,312
exolesco_v,verb,318,169,102,35,12
exonero_v,verb,522,140,152,205,25
exopto_v,verb,1133,220,432,460,21
exordior_v,verb,916,219,387,290,20
exorior_v,verb,9045,1954,4024,2916,151
exorno_v,verb,1612,344,467,659,142
exoro_v,verb,3609,466,1171,1962,10
exosculor_v,verb,238,75,66,95,2
exosso_v,verb,63,27,21,15,0
expallesco_v,verb,53,17,7,26,3
expando_v,verb,1966,54,710,1118,84
expatro_v,verb,1,1,0,0,0
expauesco_v,verb,1725,139,800,784,2
expedio_v,verb,13062,2308,3038,7094,622
expello_v,verb,9700,1075,3242,5136,247
expendo_v,verb,5880,387,1736,3421,336
expergiscor/-o_v,verb,636,134,201,281,20
experior/-io_v,verb,15895,2389,4079,7657,1770
experiscor_v,verb,8009,1373,2237,4121,278
expeto_v,verb,6133,1523,2107,2390,113
"expi\lo""_v",verb,199,79,106,13,1
expio_v,verb,2549,386,899,1226,38
explano_v,verb,2313,130,1064,1016,103
expleo_v,verb,11246,835,4247,5949,215
explico_v,verb,11467,1710,4190,3138,2429
explodo_v,verb,810,55,387,211,157
explorator_n,noun,1465,204,580,655,26
exploro_v,verb,5312,1693,1688,1558,373
expolio_v,verb,779,115,274,337,53
expono_v,verb,33357,2761,10857,18547,1192
exporrigo_v,verb,121,26,31,36,28
exporto_v,verb,399,111,159,117,12
exposco_v,verb,967,174,352,431,10
expostulo_v,verb,693,130,212,327,24
exprimo_v,verb,22987,1881,7753,11692,1661
exprobro_v,verb,3350,454,1447,1410,39
expromo_v,verb,352,165,126,34,27
expugno_v,verb,4898,959,1939,1967,33
expungo_v,verb,297,19,234,27,17
expurgo_v,verb,1086,103,368,537,78
exquiro_v,verb,5569,787,2211,2328,243
exsanio_v,verb,7,7,0,0,0
exsatio_v,verb,89,34,22,33,0
exscindo_v,verb,91,46,24,13,8
exscreo_v,verb,11,8,1,0,2
exseco_v,verb,382,114,225,43,0
exsecror/-o_v,verb,1356,99,585,657,15
exsequor_v,verb,3646,467,1376,1546,257
exsero_v,verb,711,76,333,196,106
exserto_v,verb,50,8,28,13,1
exsibilo_v,verb,14,8,2,3,1
exsicco_v,verb,1247,38,355,827,27
exsilio_v,verb,844,96,268,470,10
exsisto_v,verb,15465,315,3899,10093,1158
exsoluo_v,verb,2039,331,990,682,36
exsorbeo_v,verb,20,13,4,3,0
exspatior/-o_v,verb,43,22,15,0,6
exspectatio_n,noun,1209,258,376,556,19
exspecto_v,verb,10910,1877,4134,4737,162
exspiro_v,verb,542,146,151,236,9
exspolio/-or_v,verb,1015,10,378,618,9
exspuo_v,verb,272,9,76,181,6
exsterno_v,verb,18,12,6,0,0
exstimulo_v,verb,85,54,14,5,12
exstinguo_v,verb,4290,594,2182,1453,61
exstirpo_v,verb,589,22,167,378,22
exsto_v,verb,4946,451,2072,2261,162
exstruo_v,verb,1643,350,787,393,113
exsudo_v,verb,131,15,61,54,1
exsugo_v,verb,75,56,9,4,6
exsulto/-or_v,verb,4692,256,2127,2291,18
exsupero_v,verb,604,90,159,343,12
exsurdo_v,verb,11,8,1,2,0
exsurgo_v,verb,3620,157,2144,1266,53
extendo_v,verb,16349,689,5547,9560,553
extenuo_v,verb,1064,405,278,336,45
extermino_v,verb,2874,85,1335,1425,29
extero_v,verb,474,148,139,170,17
exterreo_v,verb,1498,440,424,623,11
extimesco_v,verb,318,173,63,76,6
extollo_v,verb,5219,339,2447,2397,36
extorqueo_v,verb,3154,318,1213,1537,86
extraho_v,verb,3094,851,577,1551,115
extrico_v,verb,110,13,20,43,34
extrudo_v,verb,429,95,102,170,62
extundo_v,verb,74,27,8,36,3
exturbo_v,verb,411,125,54,215,17
exubero_v,verb,1330,68,426,823,13
exul_n,noun,1831,615,559,644,13
exulcero_v,verb,649,430,104,106,9
exulo/-or_v,verb,1237,233,365,605,34
exundo_v,verb,557,111,249,193,4
exuo_v,verb,6086,718,2465,2759,144
exuro_v,verb,3251,565,1583,1077,26
fabrico/-or_v,verb,6043,502,3053,2284,204
fabula_n,noun,5999,1363,2155,1987,494
fabulor/-o_v,verb,2042,425,614,867,136
facesso_v,verb,286,63,97,81,45
facies_n,noun,45373,3927,18120,22854,472
facilitas_n,noun,1417,199,489,573,156
facinus_n,noun,7782,2248,3406,1972,156
facio_v,verb,705366,62119,285877,342921,14449
factito_v,verb,441,202,141,91,7
factum_n,noun,172467,15255,73381,80213,3618
facultas_n,noun,12113,1104,4560,4411,2038
faenero/-or_v,verb,477,64,358,55,0
fallo_v,verb,106860,8559,35859,56379,6063
falsum_n,noun,45908,3175,14365,25884,2484
falx_n,noun,1156,285,420,441,10
fama_n,noun,19103,5533,4883,8365,322
fames_n,noun,11386,1405,4686,5062,233
familia_n,noun,15129,2986,6250,5119,774
famulor/-o_v,verb,5030,109,1665,3206,50
famulus_n,noun,5732,307,1754,3634,37
fano/-or_v,verb,289,137,103,49,0
farcio_v,verb,335,179,82,74,0
fascino_v,verb,218,15,53,141,9
fascis_n,noun,1656,649,630,364,13
fastidio_v,verb,2445,408,674,1304,59
fastidium_n,noun,3770,523,1405,1716,126
fastigium_n,noun,3212,753,1154,1199,106
fastigo_v,verb,103,75,18,10,0
fateor_v,verb,8917,1460,3898,3086,473
fatigo_v,verb,6265,993,2255,2968,49
fatisco/-or_v,verb,410,48,128,217,17
fatum_n,noun,10036,4734,2701,2302,299
faueo_v,verb,4941,862,1463,2392,224
fauor_n,noun,3378,450,1100,1728,100
faux_n,noun,4282,1364,1560,1325,33
fax_n,noun,5480,1717,1930,1739,94
febricito_v,verb,757,110,117,508,22
fecundo_v,verb,1667,122,621,921,3
felicitas_n,noun,8151,555,2896,4482,218
fello_v,verb,39,20,11,8,0
femina_n,noun,20139,3480,9135,7451,73
fenestro_v,verb,890,78,307,481,24
fera_n,noun,6653,2771,2243,1546,93
ferio_v,verb,8269,1153,3546,3438,132
fero_v,verb,66257,18350,20479,24555,2873
ferrum_n,noun,14450,4443,4078,4911,1018
feruefacio_v,verb,93,27,40,11,15
ferueo_v,verb,9944,1058,3322,5408,156
feruesco_v,verb,447,17,243,144,43
feruo_v,verb,9733,1067,3189,5325,152
festino_v,verb,11013,969,4774,5208,62
fetus_n,noun,4959,1266,2513,1168,12
fides_n,noun,174550,7404,67126,97346,2674
fido_v,verb,39195,2544,15030,20949,672
fiducia_n,noun,9963,1396,3481,4883,203
figo_v,verb,14469,1900,5336,6044,1189
figura_n,noun,35789,1879,10252,19663,3995
figuro_v,verb,19238,794,7146,10206,1092
filia_n,noun,53485,4032,24806,24359,288
filius_n,noun,244041,7137,110789,124961,1154
findo_v,verb,1521,722,424,337,38
fingo_v,verb,17212,2994,6614,6397,1207
finio_v,verb,49206,2515,11351,32715,2625
finis_n,noun,85033,4991,20969,56350,2723
finitimi_n,noun,870,297,294,260,19
fio_v,verb,98400,8369,31822,52895,5314
firmo_v,verb,13249,1141,5505,6344,259
flagello_v,verb,5355,95,2323,2919,18
flagellum_n,noun,7632,312,3480,3825,15
flagitium_n,noun,3940,916,1922,1037,65
flagito_v,verb,2207,388,1082,717,20
flagro_v,verb,3887,913,1485,1435,54
flamma_n,noun,14660,2726,5162,5960,812
flammo_v,verb,4295,757,1646,1740,152
flaueo_v,verb,188,109,54,25,0
flauesco_v,verb,146,47,62,37,0
flecto_v,verb,7859,1630,2197,3789,243
fleo_v,verb,18315,2445,6803,9037,30
fletus_n,noun,9034,875,3850,4280,29
flo_v,verb,6088,679,2389,2904,116
floreo_v,verb,9193,1589,2703,4673,228
flos_n,noun,14891,1497,3491,9701,202
fluctuo/-or_v,verb,2646,262,1283,1051,50
fluctus_n,noun,13182,2991,6215,3872,104
fluito_v,verb,646,192,261,185,8
flumen_n,noun,17898,3993,7175,6549,181
fluo_v,verb,12718,1604,4100,6381,633
fluuius_n,noun,4651,498,1724,2359,70
focilo/-or_v,verb,21,10,11,0,0
focus_n,noun,923,470,246,139,68
fodio_v,verb,7117,2061,2044,2896,116
foedo_v,verb,2315,513,886,869,47
foedus_n,noun,6692,1963,2182,2327,220
folium_n,noun,7522,3301,1867,2210,144
fons_n,noun,18921,1787,7288,9274,572
for_v,verb,24694,11201,6795,6067,631
foramen_n,noun,3784,736,1002,1851,195
foris_n,noun,28526,3764,10091,14097,574
forma_n,noun,96049,4115,17131,70419,4384
formido_n,noun,2428,420,1159,820,29
formido_v,verb,5410,280,2700,2384,46
formo_v,verb,40434,1553,9844,27026,2011
foro_v,verb,9430,2648,2663,3693,426
fors_n,noun,38987,3555,15012,19597,823
fortitudo_n,noun,16758,324,4556,11689,189
fortuna_n,noun,22470,10975,3551,7064,880
fortuno_v,verb,6444,2773,1383,2072,216
forum_n,noun,20140,4069,6835,8819,417
fossa_n,noun,1939,800,486,627,26
foueo_v,verb,6468,990,2058,2968,452
fragor_n,noun,920,321,306,272,21
fragro_v,verb,1016,48,259,659,50
frango_v,verb,15890,3419,5401,6534,536
frater_n,noun,121975,4509,48165,68763,538
fraudo_v,verb,4052,541,2039,1443,29
fraus_n,noun,6551,944,2983,2513,111
fremitus_n,noun,1498,584,539,345,30
fremo_v,verb,3268,867,1340,1049,12
frendo_v,verb,1162,212,392,558,0
freno_v,verb,1719,312,809,581,17
frenum_n,noun,2821,544,955,1297,25
frequento_v,verb,9244,749,3121,5244,130
fretum_n,noun,3331,1623,958,701,49
frico_v,verb,640,272,219,128,21
frigeo_v,verb,488,84,259,136,9
frigero_v,verb,21,9,4,6,2
frigesco_v,verb,459,28,178,241,12
frigus_n,noun,7244,1381,1989,3054,820
frondeo_v,verb,1029,392,290,336,11
frondesco_v,verb,128,8,42,70,8
frons1_n,noun,2521,974,745,750,52
frons2_n,noun,5518,1241,1969,2213,95
fructus_n,noun,73543,3391,32817,35989,1346
frumentor_v,verb,183,161,4,11,7
frumentum_n,noun,8041,2173,3503,2312,53
fruor_v,verb,58713,3253,24461,30109,890
frustror/-o_v,verb,7918,1080,2985,3596,257
frutico/-or_v,verb,243,115,81,42,5
frux_n,noun,4173,1120,1855,1147,51
fuco_v,verb,1182,170,566,348,98
fuga_n,noun,11067,4072,2797,3942,256
fugio_v,verb,39972,6169,14489,18733,581
fugito_v,verb,645,65,238,340,2
fugo_v,verb,7784,1839,2453,3409,83
fulcio_v,verb,3539,552,1423,1508,56
fulgeo_v,verb,7521,1304,2735,3354,128
fulgo_v,verb,7264,1357,2631,3151,125
fulgor_n,noun,2508,295,942,1222,49
fulgurio_v,verb,164,51,48,60,5
fulmen_n,noun,3188,1528,801,794,65
fulmino_v,verb,785,269,179,326,11
fumo_v,verb,1571,512,502,546,11
fumus_n,noun,3804,420,1119,2133,132
fundamentum_n,noun,15189,615,5617,7800,1157
fundo1_v,verb,16721,3380,6697,6251,393
fundo2_v,verb,11661,550,4572,6050,489
funero/-or_v,verb,759,303,291,164,1
funesto_v,verb,287,116,129,41,1
fungor/-o_v,verb,3730,759,1558,1266,147
funis_n,noun,2422,371,945,1059,47
funus_n,noun,4399,1762,1568,1057,12
furio_v,verb,430,179,145,98,8
furo_v,verb,6236,1766,2260,2141,69
furor/-o_v,verb,6635,680,2649,3238,68
furor_n,noun,8464,1300,3644,3432,88
furtum_n,noun,8461,1209,3997,3133,122
futuo_v,verb,120,107,0,13,0
galea_n,noun,1761,622,433,678,28
gannio_v,verb,61,15,15,30,1
garrio_v,verb,811,56,345,376,34
gaudeo/-eor_v,verb,31582,2214,11459,17475,434
gaudium_n,noun,39606,2045,12307,24783,471
gelo_v,verb,319,111,107,66,35
gemino_v,verb,3933,618,1690,1600,25
gemitus_n,noun,11416,1770,4410,5189,47
gemma_n,noun,4229,889,1458,1730,152
gemo_v,verb,12059,1396,4611,6023,29
gena_n,noun,2125,544,574,999,8
gener_n,noun,29196,4014,11042,12634,1506
genero_v,verb,33973,1877,9204,21875,1017
genitor_n,noun,2352,631,1005,688,28
geno_v,verb,51666,7425,16112,25195,2934
gens_n,noun,71981,5042,36245,29896,798
genu_n,noun,27232,4030,9627,12540,1035
genus_n,noun,103159,16625,35049,45966,5519
germino_v,verb,3679,119,1313,2203,44
gero_v,verb,62628,10061,29984,21416,1167
gestio_v,verb,3615,520,1399,1618,78
gesto_v,verb,7802,948,3851,2891,112
gigno_v,verb,32476,2359,14689,14747,681
glacio_v,verb,518,108,162,203,45
gladiator_n,noun,801,502,251,43,5
gladius_n,noun,18541,1343,7147,9919,132
glisco/-or_v,verb,320,162,39,111,8
glomero_v,verb,408,229,93,82,4
gloria_n,noun,102413,5086,32573,63724,1030
glorior_v,verb,11473,404,4565,6454,50
glubo_v,verb,13,11,0,2,0
gluttio_v,verb,93,10,57,26,0
gradior_v,verb,8555,586,3422,4481,66
gradus_n,noun,40110,2266,9845,23750,4249
gramen_n,noun,1314,428,456,415,15
grassor_v,verb,1262,212,567,409,74
grates_n,noun,4191,277,1303,2531,80
gratia_n,noun,193440,6245,61996,121644,3555
gratificor/-o_v,verb,558,100,111,336,11
grator_v,verb,299,76,119,104,0
gratulor_v,verb,2776,546,1122,1083,25
grauesco_v,verb,42,22,13,7,0
grauitas_n,noun,5220,652,760,1919,1889
grauo_v,verb,8085,1015,2869,3931,270
grego/-or_v,verb,2638,285,1122,1208,23
gremium_n,noun,2571,438,1138,954,41
gressus_n,noun,10027,672,4778,4516,61
grex_n,noun,9805,1034,4299,4342,130
grundio_v,verb,8,8,0,0,0
gubernator_n,noun,1520,266,538,690,26
guberno_v,verb,6735,477,2094,3935,229
gurges_n,noun,1453,379,759,308,7
gusto_v,verb,6369,271,1916,4014,168
gypso_v,verb,112,75,19,16,2
habena_n,noun,1113,386,330,385,12
habeo_v,verb,475932,29713,143025,287828,15366
habito_v,verb,29722,1392,13475,14553,302
habitus_n,noun,55110,2692,6000,45436,982
haereo_v,verb,4048,1412,1485,905,246
haesito_v,verb,1653,195,535,885,38
halo_v,verb,154,19,54,80,1
harena_n,noun,2910,1524,1037,343,6
harpago_v,verb,1,0,1,0,0
hasta_n,noun,3109,1561,735,796,17
haurio_v,verb,6400,1175,2054,2840,331
hebeo_v,verb,284,69,79,125,11
hebesco_v,verb,69,19,22,24,4
hebeto_v,verb,929,194,295,421,19
helluor_v,verb,2,2,0,0,0
herba_n,noun,8513,2613,2478,3217,205
heres_n,noun,20296,1775,16314,2188,19
heros_n,noun,715,334,134,176,71
hiberno/-or_v,verb,500,386,84,28,2
hibernum_n,noun,1683,1201,327,142,13
hiemo_v,verb,873,438,293,140,2
hiems_n,noun,3171,1128,1037,985,21
hilaro_v,verb,529,130,141,242,16
hio_v,verb,1940,630,554,681,75
hisco_v,verb,572,199,46,84,243
hiulco_v,verb,21,7,10,2,2
hom_n,noun,392420,18966,137260,223487,12707
honesto_v,verb,9120,1182,2483,5220,235
honestum_n,noun,9846,2844,2574,3981,447
honor_n,noun,32245,4006,10275,17258,706
honoro/-or_v,verb,20994,1526,7519,11535,414
hora_n,noun,31123,2152,9963,18244,764
horreo_v,verb,8093,1343,2979,3662,109
horresco_v,verb,719,116,362,238,3
horrifico_v,verb,37,12,12,13,0
hortor/-o_v,verb,6099,1207,2384,2381,127
hortus_n,noun,4621,757,1288,2457,119
hospes_n,noun,5416,1222,1638,2407,149
hospitium_n,noun,4372,872,1534,1919,47
hospitor/-o_v,verb,2120,292,452,1327,49
hostia_n,noun,10272,669,3420,6149,34
hostis_n,noun,42108,11889,13523,16160,536
humanitas_n,noun,9004,476,2347,5996,185
humeo_v,verb,458,309,138,11,0
