lexeme,PoSTag:features,form,form_IPA,freqTFTL,freqAntiquitas,freqAetasPatrum,freqMediumAeuum,freqRecentiorLatinitas
fides,NOUN:Nom+Plur,fidēs,fideːs,16577,881,5901,9580,215
fides,NOUN:Gen+Plur,fidērum,fideːrum,0,0,0,0,0
fides,NOUN:Dat+Plur,fidēbus,fideːbus,0,0,0,0,0
fides,NOUN:Acc+Plur,fidēs,fideːs,16577,881,5901,9580,215
fides,NOUN:Voc+Plur,fidēs,fideːs,16577,881,5901,9580,215
fides,NOUN:Abl+Plur,fidēbus,fideːbus,0,0,0,0,0
fiducia,NOUN:Nom+Sing,fīdūcia,fiːduːkia,2276,342,820,1061,53
fiducia,NOUN:Gen+Sing,fīdūciae,fiːduːkiaj,301,62,79,155,5
fiducia,NOUN:Dat+Sing,fīdūciae,fiːduːkiaj,301,62,79,155,5
fiducia,NOUN:Acc+Sing,fīdūciam,fiːduːkiam,1922,120,699,1080,23
fiducia,NOUN:Voc+Sing,fīdūcia,fiːduːkia,2276,342,820,1061,53
fiducia,NOUN:Abl+Sing,fīdūciā,fiːduːkiaː,2276,342,820,1061,53
fiducia,NOUN:Nom+Plur,fīdūciae,fiːduːkiaj,301,62,79,155,5
fiducia,NOUN:Gen+Plur,fīdūciārum,fiːduːkiaːrum,2,0,1,0,1
fiducia,NOUN:Dat+Plur,fīdūciīs,fiːduːkiiːs,2,1,1,0,0
fiducia,NOUN:Acc+Plur,fīdūciās,fiːduːkiaːs,3,0,3,0,0
fiducia,NOUN:Voc+Plur,fīdūciae,fiːduːkiaj,301,62,79,155,5
fiducia,NOUN:Abl+Plur,fīdūciīs,fiːduːkiiːs,2,1,1,0,0
figura,NOUN:Nom+Sing,figūra,fiɡuːra,6626,311,2091,3604,620
figura,NOUN:Gen+Sing,figūrae,fiɡuːraj,2060,102,393,1249,316
figura,NOUN:Dat+Sing,figūrae,fiɡuːraj,2060,102,393,1249,316
figura,NOUN:Acc+Sing,figūram,fiɡuːram,3347,145,1300,1634,268
figura,NOUN:Voc+Sing,figūra,fiɡuːra,6626,311,2091,3604,620
figura,NOUN:Abl+Sing,figūrā,fiɡuːraː,6626,311,2091,3604,620
figura,NOUN:Nom+Plur,figūrae,fiɡuːraj,2060,102,393,1249,316
figura,NOUN:Gen+Plur,figūrārum,fiɡuːraːrum,633,34,135,333,131
figura,NOUN:Dat+Plur,figūrīs,fiɡuːriːs,1263,107,326,685,145
figura,NOUN:Acc+Plur,figūrās,fiɡuːraːs,1165,145,320,518,182
figura,NOUN:Voc+Plur,figūrae,fiɡuːraj,2060,102,393,1249,316
figura,NOUN:Abl+Plur,figūrīs,fiɡuːriːs,1263,107,326,685,145
filia,NOUN:Nom+Sing,fīlia,fiːlia,5240,588,2169,2447,36
filia,NOUN:Gen+Sing,fīliae,fiːliaj,3605,325,1788,1476,16
filia,NOUN:Dat+Sing,fīliae,fiːliaj,3605,325,1788,1476,16
filia,NOUN:Acc+Sing,fīliam,fiːliam,3292,547,1260,1479,6
filia,NOUN:Voc+Sing,fīlia,fiːlia,5240,588,2169,2447,36
filia,NOUN:Abl+Sing,fīliā,fiːliaː,5240,588,2169,2447,36
filia,NOUN:Nom+Plur,fīliae,fiːliaj,3605,325,1788,1476,16
filia,NOUN:Gen+Plur,fīliārum,fiːliaːrum,471,14,230,227,0
filia,NOUN:Dat+Plur,fīliīs,fiːliiːs,8985,152,4456,4327,50
filia,NOUN:Acc+Plur,fīliās,fiːliaːs,1612,103,745,754,10
filia,NOUN:Voc+Plur,fīliae,fiːliaj,3605,325,1788,1476,16
filia,NOUN:Abl+Plur,fīliīs,fiːliiːs,8985,152,4456,4327,50
filius,NOUN:Nom+Sing,fīlius,fiːlius,44844,1546,19446,23670,182
filius,NOUN:Gen+Sing,fīliī,fiːliiː,30677,443,13593,16495,146
filius,NOUN:Dat+Sing,fīliō,fiːlioː,18183,1001,8019,9084,79
filius,NOUN:Acc+Sing,fīlium,fiːlium,28816,1445,13614,13631,126
filius,NOUN:Voc+Sing,fīlī,fiːliː,3907,198,1971,1718,20
filius,NOUN:Abl+Sing,fīliō,fiːlioː,18183,1001,8019,9084,79
filius,NOUN:Nom+Plur,fīliī,fiːliiː,30677,443,13593,16495,146
filius,NOUN:Gen+Plur,fīliōrum,fiːlioːrum,6674,55,3104,3458,57
filius,NOUN:Dat+Plur,fīliīs,fiːliiːs,8985,152,4456,4327,50
filius,NOUN:Acc+Plur,fīliōs,fiːlioːs,13433,258,6925,6177,73
filius,NOUN:Voc+Plur,fīliī,fiːliiː,30677,443,13593,16495,146
filius,NOUN:Abl+Plur,fīliīs,fiːliiːs,8985,152,4456,4327,50
finis,NOUN:Nom+Sing,fīnis,fiːnis,12394,503,2217,9306,368
finis,NOUN:Gen+Sing,fīnis,fiːnis,12394,503,2217,9306,368
finis,NOUN:Dat+Sing,fīnī,fiːniː,557,14,42,459,42
finis,NOUN:Acc+Sing,fīnem,fiːnem,19512,830,4768,13350,564
finis,NOUN:Voc+Sing,fīnis,fiːnis,12394,503,2217,9306,368
finis,NOUN:Abl+Sing,fīne,fiːne,10491,334,3378,6477,302
finis,NOUN:Nom+Plur,fīnēs,fiːneːs,3853,465,1258,1930,200
finis,NOUN:Gen+Plur,fīnium,fiːnium,336,55,142,128,11
finis,NOUN:Dat+Plur,fīnibus,fiːnibus,2698,427,1107,1114,50
finis,NOUN:Acc+Plur,fīnēs,fiːneːs,3853,465,1258,1930,200
finis,NOUN:Voc+Plur,fīnēs,fiːneːs,3853,465,1258,1930,200
finis,NOUN:Abl+Plur,fīnibus,fiːnibus,2698,427,1107,1114,50
finitimi,NOUN:Nom+Sing,#DEF#,#DEF#,0,0,0,0,0
finitimi,NOUN:Gen+Sing,#DEF#,#DEF#,0,0,0,0,0
finitimi,NOUN:Dat+Sing,#DEF#,#DEF#,0,0,0,0,0
finitimi,NOUN:Acc+Sing,#DEF#,#DEF#,0,0,0,0,0
finitimi,NOUN:Voc+Sing,#DEF#,#DEF#,0,0,0,0,0
finitimi,NOUN:Abl+Sing,#DEF#,#DEF#,0,0,0,0,0
finitimi,NOUN:Nom+Plur,fīnitimī,fiːnitimiː,76,29,27,19,1
finitimi,NOUN:Gen+Plur,fīnitimōrum,fiːnitimoːrum,80,18,37,24,1
finitimi,NOUN:Dat+Plur,fīnitimīs,fiːnitimiːs,266,94,81,84,7
finitimi,NOUN:Acc+Plur,fīnitimōs,fiːnitimoːs,106,33,41,30,2
finitimi,NOUN:Voc+Plur,fīnitimī,fiːnitimiː,76,29,27,19,1
finitimi,NOUN:Abl+Plur,fīnitimīs,fiːnitimiːs,266,94,81,84,7
flagellum,NOUN:Nom+Sing,flagellum,flaɡellum,471,25,183,262,1
flagellum,NOUN:Gen+Sing,flagellī,flaɡelliː,105,2,45,58,0
flagellum,NOUN:Dat+Sing,flagellō,flaɡelloː,511,29,236,245,1
flagellum,NOUN:Acc+Sing,flagellum,flaɡellum,471,25,183,262,1
flagellum,NOUN:Voc+Sing,flagellum,flaɡellum,471,25,183,262,1
flagellum,NOUN:Abl+Sing,flagellō,flaɡelloː,511,29,236,245,1
flagellum,NOUN:Nom+Plur,flagella,flaɡella,1209,35,612,562,0
flagellum,NOUN:Gen+Plur,flagellōrum,flaɡelloːrum,103,8,46,49,0
flagellum,NOUN:Dat+Plur,flagellīs,flaɡelliːs,681,32,266,378,5
flagellum,NOUN:Acc+Plur,flagella,flaɡella,1209,35,612,562,0
flagellum,NOUN:Voc+Plur,flagella,flaɡella,1209,35,612,562,0
flagellum,NOUN:Abl+Plur,flagellīs,flaɡelliːs,681,32,266,378,5
flagitium,NOUN:Nom+Sing,flāgitium,flaːɡitium,376,106,163,101,6
flagitium,NOUN:Gen+Sing,flāgitiī,flaːɡitiiː,151,39,78,33,1
flagitium,NOUN:Dat+Sing,flāgitiō,flaːɡitioː,168,47,81,34,6
flagitium,NOUN:Acc+Sing,flāgitium,flaːɡitium,376,106,163,101,6
flagitium,NOUN:Voc+Sing,flāgitium,flaːɡitium,376,106,163,101,6
flagitium,NOUN:Abl+Sing,flāgitiō,flaːɡitioː,168,47,81,34,6
flagitium,NOUN:Nom+Plur,flāgitia,flaːɡitia,476,98,227,143,8
flagitium,NOUN:Gen+Plur,flāgitiōrum,flaːɡitioːrum,217,41,138,38,0
flagitium,NOUN:Dat+Plur,flāgitiīs,flaːɡitiiːs,340,65,187,83,5
flagitium,NOUN:Acc+Plur,flāgitia,flaːɡitia,476,98,227,143,8
flagitium,NOUN:Voc+Plur,flāgitia,flaːɡitia,476,98,227,143,8
flagitium,NOUN:Abl+Plur,flāgitiīs,flaːɡitiiːs,340,65,187,83,5
flamma,NOUN:Nom+Sing,flamma,flamma,2669,372,943,1209,145
flamma,NOUN:Gen+Sing,flammae,flammaj,685,158,202,265,60
flamma,NOUN:Dat+Sing,flammae,flammaj,685,158,202,265,60
flamma,NOUN:Acc+Sing,flammam,flammam,792,138,217,359,78
flamma,NOUN:Voc+Sing,flamma,flamma,2669,372,943,1209,145
flamma,NOUN:Abl+Sing,flammā,flammaː,2669,372,943,1209,145
flamma,NOUN:Nom+Plur,flammae,flammaj,685,158,202,265,60
flamma,NOUN:Gen+Plur,flammārum,flammaːrum,306,45,140,113,8
flamma,NOUN:Dat+Plur,flammīs,flammiːs,1015,289,424,280,22
flamma,NOUN:Acc+Plur,flammās,flammaːs,785,217,320,241,7
flamma,NOUN:Voc+Plur,flammae,flammaj,685,158,202,265,60
flamma,NOUN:Abl+Plur,flammīs,flammiːs,1015,289,424,280,22
fletus,NOUN:Nom+Sing,flētus,fleːtus,1097,105,469,519,4
fletus,NOUN:Gen+Sing,flētūs,fleːtuːs,1097,105,469,519,4
fletus,NOUN:Dat+Sing,flētuī,fleːtuiː,11,0,2,9,0
fletus,NOUN:Acc+Sing,flētum,fleːtum,360,41,111,206,2
fletus,NOUN:Voc+Sing,flētus,fleːtus,1097,105,469,519,4
fletus,NOUN:Abl+Sing,flētū,fleːtuː,795,120,315,359,1
fletus,NOUN:Nom+Plur,flētūs,fleːtuːs,1097,105,469,519,4
fletus,NOUN:Gen+Plur,flētuum,fleːtuum,52,2,24,26,0
fletus,NOUN:Dat+Plur,flētibus,fleːtibus,617,41,292,283,1
fletus,NOUN:Acc+Plur,flētūs,fleːtuːs,1097,105,469,519,4
fletus,NOUN:Voc+Plur,flētūs,fleːtuːs,1097,105,469,519,4
fletus,NOUN:Abl+Plur,flētibus,fleːtibus,617,41,292,283,1
flos,NOUN:Nom+Sing,flōs,floːs,1763,160,544,1040,19
flos,NOUN:Gen+Sing,flōris,floːris,244,46,56,136,6
flos,NOUN:Dat+Sing,flōrī,floːriː,53,2,17,34,0
flos,NOUN:Acc+Sing,flōrem,floːrem,742,153,190,383,16
flos,NOUN:Voc+Sing,flōs,floːs,1763,160,544,1040,19
flos,NOUN:Abl+Sing,flōre,floːre,1025,255,291,473,6
flos,NOUN:Nom+Plur,flōrēs,floːreːs,1749,144,360,1223,22
flos,NOUN:Gen+Plur,flōrum,floːrum,430,39,89,292,10
flos,NOUN:Dat+Plur,flōribus,floːribus,1812,125,340,1317,30
flos,NOUN:Acc+Plur,flōrēs,floːreːs,1749,144,360,1223,22
flos,NOUN:Voc+Plur,flōrēs,floːreːs,1749,144,360,1223,22
flos,NOUN:Abl+Plur,flōribus,floːribus,1812,125,340,1317,30
fluctus,NOUN:Nom+Sing,flūctus,fluːktus,1641,395,762,470,14
fluctus,NOUN:Gen+Sing,flūctūs,fluːktuːs,1641,395,762,470,14
fluctus,NOUN:Dat+Sing,flūctuī,fluːktuiː,28,1,10,17,0
fluctus,NOUN:Acc+Sing,flūctum,fluːktum,41,24,14,3,0
fluctus,NOUN:Voc+Sing,flūctus,fluːktus,1641,395,762,470,14
fluctus,NOUN:Abl+Sing,flūctū,fluːktuː,225,99,94,32,0
fluctus,NOUN:Nom+Plur,flūctūs,fluːktuːs,1641,395,762,470,14
fluctus,NOUN:Gen+Plur,flūctuum,fluːktuum,222,9,105,106,2
fluctus,NOUN:Dat+Plur,flūctibus,fluːktibus,1410,244,710,447,9
fluctus,NOUN:Acc+Plur,flūctūs,fluːktuːs,1641,395,762,470,14
fluctus,NOUN:Voc+Plur,flūctūs,fluːktuːs,1641,395,762,470,14
fluctus,NOUN:Abl+Plur,flūctibus,fluːktibus,1410,244,710,447,9
flumen,NOUN:Nom+Sing,flūmen,fluːmen,1950,611,702,618,19
flumen,NOUN:Gen+Sing,flūminis,fluːminis,1447,245,591,595,16
flumen,NOUN:Dat+Sing,flūminī,fluːminiː,92,54,24,13,1
flumen,NOUN:Acc+Sing,flūmen,fluːmen,1950,611,702,618,19
flumen,NOUN:Voc+Sing,flūmen,fluːmen,1950,611,702,618,19
flumen,NOUN:Abl+Sing,flūmine,fluːmine,1250,305,510,426,9
flumen,NOUN:Nom+Plur,flūmina,fluːmina,2584,428,1099,1030,27
flumen,NOUN:Gen+Plur,flūminum,fluːminum,521,96,189,229,7
flumen,NOUN:Dat+Plur,flūminibus,fluːminibus,493,88,229,171,5
flumen,NOUN:Acc+Plur,flūmina,fluːmina,2584,428,1099,1030,27
flumen,NOUN:Voc+Plur,flūmina,fluːmina,2584,428,1099,1030,27
flumen,NOUN:Abl+Plur,flūminibus,fluːminibus,493,88,229,171,5
fluuius,NOUN:Nom+Sing,fluuius,fluwius,1074,75,447,545,7
fluuius,NOUN:Gen+Sing,fluuiī,fluwiiː,275,25,79,162,9
fluuius,NOUN:Dat+Sing,fluuiō,fluwioː,445,72,176,191,6
fluuius,NOUN:Acc+Sing,fluuium,fluwium,1179,95,414,666,4
fluuius,NOUN:Voc+Sing,fluuī,fluwiː,0,0,0,0,0
fluuius,NOUN:Abl+Sing,fluuiō,fluwioː,445,72,176,191,6
fluuius,NOUN:Nom+Plur,fluuiī,fluwiiː,275,25,79,162,9
fluuius,NOUN:Gen+Plur,fluuiōrum,fluwioːrum,216,13,77,123,3
fluuius,NOUN:Dat+Plur,fluuiīs,fluwiiːs,116,27,48,34,7
fluuius,NOUN:Acc+Plur,fluuiōs,fluwioːs,235,42,101,89,3
fluuius,NOUN:Voc+Plur,fluuiī,fluwiiː,275,25,79,162,9
fluuius,NOUN:Abl+Plur,fluuiīs,fluwiiːs,116,27,48,34,7
focus,NOUN:Nom+Sing,focus,fokus,65,25,18,10,12
focus,NOUN:Gen+Sing,focī,fokiː,41,24,9,7,1
focus,NOUN:Dat+Sing,focō,fokoː,105,40,36,14,15
focus,NOUN:Acc+Sing,focum,fokum,132,45,39,41,7
focus,NOUN:Voc+Sing,foce,foke,4,0,0,4,0
focus,NOUN:Abl+Sing,focō,fokoː,105,40,36,14,15
focus,NOUN:Nom+Plur,focī,fokiː,41,24,9,7,1
focus,NOUN:Gen+Plur,focōrum,fokoːrum,10,1,4,0,5
focus,NOUN:Dat+Plur,focīs,fokiːs,131,86,29,11,5
focus,NOUN:Acc+Plur,focōs,fokoːs,117,75,28,13,1
focus,NOUN:Voc+Plur,focī,fokiː,41,24,9,7,1
focus,NOUN:Abl+Plur,focīs,fokiːs,131,86,29,11,5
foedus,NOUN:Nom+Sing,foedus,fojdus,1208,272,421,482,33
foedus,NOUN:Gen+Sing,foederis,fojderis,790,95,265,400,30
foedus,NOUN:Dat+Sing,foederī,fojderiː,18,10,5,2,1
foedus,NOUN:Acc+Sing,foedus,fojdus,1208,272,421,482,33
foedus,NOUN:Voc+Sing,foedus,fojdus,1208,272,421,482,33
foedus,NOUN:Abl+Sing,foedere,fojdere,731,283,188,230,30
foedus,NOUN:Nom+Plur,foedera,fojdera,461,221,144,81,15
foedus,NOUN:Gen+Plur,foederum,fojderum,50,36,9,2,3
foedus,NOUN:Dat+Plur,foederibus,fojderibus,48,30,10,2,6
foedus,NOUN:Acc+Plur,foedera,fojdera,461,221,144,81,15
foedus,NOUN:Voc+Plur,foedera,fojdera,461,221,144,81,15
foedus,NOUN:Abl+Plur,foederibus,fojderibus,48,30,10,2,6
folium,NOUN:Nom+Sing,folium,folium,343,64,129,140,10
folium,NOUN:Gen+Sing,foliī,foliiː,53,21,12,18,2
folium,NOUN:Dat+Sing,foliō,folioː,308,211,22,72,3
folium,NOUN:Acc+Sing,folium,folium,343,64,129,140,10
folium,NOUN:Voc+Sing,folium,folium,343,64,129,140,10
folium,NOUN:Abl+Sing,foliō,folioː,308,211,22,72,3
folium,NOUN:Nom+Plur,folia,folia,1187,529,284,355,19
folium,NOUN:Gen+Plur,foliōrum,folioːrum,263,111,78,67,7
folium,NOUN:Dat+Plur,foliīs,foliiːs,1000,484,247,248,21
folium,NOUN:Acc+Plur,folia,folia,1187,529,284,355,19
folium,NOUN:Voc+Plur,folia,folia,1187,529,284,355,19
folium,NOUN:Abl+Plur,foliīs,foliiːs,1000,484,247,248,21
fons,NOUN:Nom+Sing,fōns,foːns,3331,156,1215,1885,75
fons,NOUN:Gen+Sing,fontis,fontis,779,106,297,367,9
fons,NOUN:Dat+Sing,fontī,fontiː,90,16,21,46,7
fons,NOUN:Acc+Sing,fontem,fontem,2049,132,803,1055,59
fons,NOUN:Voc+Sing,fōns,foːns,3331,156,1215,1885,75
fons,NOUN:Abl+Sing,fonte,fonte,2564,184,904,1396,80
fons,NOUN:Nom+Plur,fontēs,fonteːs,1625,227,668,668,62
fons,NOUN:Gen+Plur,fontium,fontium,246,46,97,98,5
fons,NOUN:Dat+Plur,fontibus,fontibus,828,155,366,269,38
fons,NOUN:Acc+Plur,fontēs,fonteːs,1625,227,668,668,62
fons,NOUN:Voc+Plur,fontēs,fonteːs,1625,227,668,668,62
fons,NOUN:Abl+Plur,fontibus,fontibus,828,155,366,269,38
foramen,NOUN:Nom+Sing,forāmen,foraːmen,631,70,190,330,41
foramen,NOUN:Gen+Sing,forāminis,foraːminis,72,51,5,16,0
foramen,NOUN:Dat+Sing,forāminī,foraːminiː,16,7,3,4,2
foramen,NOUN:Acc+Sing,forāmen,foraːmen,631,70,190,330,41
foramen,NOUN:Voc+Sing,forāmen,foraːmen,631,70,190,330,41
foramen,NOUN:Abl+Sing,forāmine,foraːmine,187,28,57,87,15
foramen,NOUN:Nom+Plur,forāmina,foraːmina,373,111,80,168,14
foramen,NOUN:Gen+Plur,forāminum,foraːminum,45,35,1,6,3
foramen,NOUN:Dat+Plur,forāminibus,foraːminibus,226,36,63,122,5
foramen,NOUN:Acc+Plur,forāmina,foraːmina,373,111,80,168,14
foramen,NOUN:Voc+Plur,forāmina,foraːmina,373,111,80,168,14
foramen,NOUN:Abl+Plur,forāminibus,foraːminibus,226,36,63,122,5
foris,NOUN:Nom+Sing,foris,foris,6345,261,2585,3405,94
foris,NOUN:Gen+Sing,foris,foris,6345,261,2585,3405,94
foris,NOUN:Dat+Sing,forī,foriː,307,102,97,95,13
foris,NOUN:Acc+Sing,forem,forem,73,43,15,15,0
foris,NOUN:Voc+Sing,foris,foris,6345,261,2585,3405,94
foris,NOUN:Abl+Sing,fore,fore,4638,1426,904,2087,221
foris,NOUN:Nom+Plur,forēs,foreːs,998,357,284,343,14
foris,NOUN:Gen+Plur,forium,forium,3,1,0,2,0
foris,NOUN:Dat+Plur,foribus,foribus,738,169,234,327,8
foris,NOUN:Acc+Plur,forēs,foreːs,998,357,284,343,14
foris,NOUN:Voc+Plur,forēs,foreːs,998,357,284,343,14
foris,NOUN:Abl+Plur,foribus,foribus,738,169,234,327,8
forma,NOUN:Nom+Sing,forma,forma,18435,737,3430,13569,699
forma,NOUN:Gen+Sing,formae,formaj,5805,313,705,4475,312
forma,NOUN:Dat+Sing,formae,formaj,5805,313,705,4475,312
forma,NOUN:Acc+Sing,formam,formam,11522,403,3015,7586,518
forma,NOUN:Voc+Sing,forma,forma,18435,737,3430,13569,699
forma,NOUN:Abl+Sing,formā,formaː,18435,737,3430,13569,699
forma,NOUN:Nom+Plur,formae,formaj,5805,313,705,4475,312
forma,NOUN:Gen+Plur,formārum,formaːrum,881,23,129,661,68
forma,NOUN:Dat+Plur,formīs,formiːs,1248,45,178,913,112
forma,NOUN:Acc+Plur,formās,formaːs,2625,136,521,1739,229
forma,NOUN:Voc+Plur,formae,formaj,5805,313,705,4475,312
forma,NOUN:Abl+Plur,formīs,formiːs,1248,45,178,913,112
formido,NOUN:Nom+Sing,formīdo,formiːdo,511,67,257,182,5
formido,NOUN:Gen+Sing,formīdinis,formiːdinis,226,28,121,75,2
formido,NOUN:Dat+Sing,formīdinī,formiːdiniː,70,2,36,30,2
formido,NOUN:Acc+Sing,formīdinem,formiːdinem,295,41,147,99,8
formido,NOUN:Voc+Sing,formīdo,formiːdo,511,67,257,182,5
formido,NOUN:Abl+Sing,formīdine,formiːdine,684,162,281,234,7
formido,NOUN:Nom+Plur,formīdinēs,formiːdineːs,39,17,17,5,0
formido,NOUN:Gen+Plur,formīdinum,formiːdinum,12,2,7,3,0
formido,NOUN:Dat+Plur,formīdinibus,formiːdinibus,1,0,1,0,0
formido,NOUN:Acc+Plur,formīdinēs,formiːdineːs,39,17,17,5,0
formido,NOUN:Voc+Plur,formīdinēs,formiːdineːs,39,17,17,5,0
formido,NOUN:Abl+Plur,formīdinibus,formiːdinibus,1,0,1,0,0
fors,NOUN:Nom+Sing,fors,fors,334,162,91,73,8
fors,NOUN:Gen+Sing,fortis,fortis,4890,446,1454,2926,64
fors,NOUN:Dat+Sing,fortī,fortiː,1258,199,329,705,25
fors,NOUN:Acc+Sing,fortem,fortem,1332,197,424,684,27
fors,NOUN:Voc+Sing,fors,fors,334,162,91,73,8
fors,NOUN:Abl+Sing,forte,forte,22914,1644,9870,10787,613
fors,NOUN:Nom+Plur,fortēs,forteːs,2346,175,811,1340,20
fors,NOUN:Gen+Plur,fortum,fortum,1,0,0,1,0
fors,NOUN:Dat+Plur,fortibus,fortibus,443,110,160,164,9
fors,NOUN:Acc+Plur,fortēs,forteːs,2346,175,811,1340,20
fors,NOUN:Voc+Plur,fortēs,forteːs,2346,175,811,1340,20
fors,NOUN:Abl+Plur,fortibus,fortibus,443,110,160,164,9
fortitudo,NOUN:Nom+Sing,fortitūdo,fortituːdo,4181,92,1098,2951,40
fortitudo,NOUN:Gen+Sing,fortitūdinis,fortituːdinis,2337,50,555,1711,21
fortitudo,NOUN:Dat+Sing,fortitūdinī,fortituːdiniː,276,6,50,216,4
fortitudo,NOUN:Acc+Sing,fortitūdinem,fortituːdinem,2786,49,771,1911,55
fortitudo,NOUN:Voc+Sing,fortitūdo,fortituːdo,4181,92,1098,2951,40
fortitudo,NOUN:Abl+Sing,fortitūdine,fortituːdine,2446,29,683,1711,23
fortitudo,NOUN:Nom+Plur,fortitūdinēs,fortituːdineːs,164,2,89,71,2
fortitudo,NOUN:Gen+Plur,fortitūdinum,fortituːdinum,19,0,12,7,0
fortitudo,NOUN:Dat+Plur,fortitūdinibus,fortituːdinibus,20,0,11,9,0
fortitudo,NOUN:Acc+Plur,fortitūdinēs,fortituːdineːs,164,2,89,71,2
fortitudo,NOUN:Voc+Plur,fortitūdinēs,fortituːdineːs,164,2,89,71,2
fortitudo,NOUN:Abl+Plur,fortitūdinibus,fortituːdinibus,20,0,11,9,0
fortuna,NOUN:Nom+Sing,fortūna,fortuːna,3907,2045,515,1227,120
fortuna,NOUN:Gen+Sing,fortūnae,fortuːnaj,2089,897,395,688,109
fortuna,NOUN:Dat+Sing,fortūnae,fortuːnaj,2089,897,395,688,109
fortuna,NOUN:Acc+Sing,fortūnam,fortuːnam,1372,665,224,435,48
fortuna,NOUN:Voc+Sing,fortūna,fortuːna,3907,2045,515,1227,120
fortuna,NOUN:Abl+Sing,fortūnā,fortuːnaː,3907,2045,515,1227,120
fortuna,NOUN:Nom+Plur,fortūnae,fortuːnaj,2089,897,395,688,109
fortuna,NOUN:Gen+Plur,fortūnārum,fortuːnaːrum,132,62,46,19,5
fortuna,NOUN:Dat+Plur,fortūnīs,fortuːniːs,264,165,43,50,6
fortuna,NOUN:Acc+Plur,fortūnās,fortuːnaːs,361,195,70,77,19
fortuna,NOUN:Voc+Plur,fortūnae,fortuːnaj,2089,897,395,688,109
fortuna,NOUN:Abl+Plur,fortūnīs,fortuːniːs,264,165,43,50,6
forum,NOUN:Nom+Sing,forum,forum,1067,544,222,275,26
forum,NOUN:Gen+Sing,forī,foriː,307,102,97,95,13
forum,NOUN:Dat+Sing,forō,foroː,1735,803,389,477,66
forum,NOUN:Acc+Sing,forum,forum,1067,544,222,275,26
forum,NOUN:Voc+Sing,forum,forum,1067,544,222,275,26
forum,NOUN:Abl+Sing,forō,foroː,1735,803,389,477,66
forum,NOUN:Nom+Plur,fora,fora,157,69,41,45,2
forum,NOUN:Gen+Plur,forōrum,foroːrum,1,0,1,0,0
forum,NOUN:Dat+Plur,forīs,foriːs,6345,261,2585,3405,94
forum,NOUN:Acc+Plur,fora,fora,157,69,41,45,2
forum,NOUN:Voc+Plur,fora,fora,157,69,41,45,2
forum,NOUN:Abl+Plur,forīs,foriːs,6345,261,2585,3405,94
fossa,NOUN:Nom+Sing,fossa,fossa,353,123,93,132,5
fossa,NOUN:Gen+Sing,fossae,fossaj,78,40,19,18,1
fossa,NOUN:Dat+Sing,fossae,fossaj,78,40,19,18,1
fossa,NOUN:Acc+Sing,fossam,fossam,164,74,47,43,0
fossa,NOUN:Voc+Sing,fossa,fossa,353,123,93,132,5
fossa,NOUN:Abl+Sing,fossā,fossaː,353,123,93,132,5
fossa,NOUN:Nom+Plur,fossae,fossaj,78,40,19,18,1
fossa,NOUN:Gen+Plur,fossārum,fossaːrum,30,15,8,7,0
fossa,NOUN:Dat+Plur,fossīs,fossiːs,106,49,22,32,3
fossa,NOUN:Acc+Plur,fossās,fossaːs,162,84,32,45,1
fossa,NOUN:Voc+Plur,fossae,fossaj,78,40,19,18,1
fossa,NOUN:Abl+Plur,fossīs,fossiːs,106,49,22,32,3
fragor,NOUN:Nom+Sing,fragor,fraɡor,202,98,46,53,5
fragor,NOUN:Gen+Sing,fragōris,fraɡoːris,19,2,10,5,2
fragor,NOUN:Dat+Sing,fragōrī,fraɡoːriː,5,3,1,0,1
fragor,NOUN:Acc+Sing,fragōrem,fraɡoːrem,68,22,19,24,3
fragor,NOUN:Voc+Sing,fragor,fraɡor,202,98,46,53,5
fragor,NOUN:Abl+Sing,fragōre,fraɡoːre,234,62,83,84,5
fragor,NOUN:Nom+Plur,fragōrēs,fraɡoːreːs,45,8,26,11,0
fragor,NOUN:Gen+Plur,fragōrum,fraɡoːrum,3,0,1,2,0
fragor,NOUN:Dat+Plur,fragōribus,fraɡoːribus,26,6,11,9,0
fragor,NOUN:Acc+Plur,fragōrēs,fraɡoːreːs,45,8,26,11,0
fragor,NOUN:Voc+Plur,fragōrēs,fraɡoːreːs,45,8,26,11,0
fragor,NOUN:Abl+Plur,fragōribus,fraɡoːribus,26,6,11,9,0
frater,NOUN:Nom+Sing,frāter,fraːter,11260,719,3303,7214,24
frater,NOUN:Gen+Sing,frātris,fraːtris,3863,459,1512,1882,10
frater,NOUN:Dat+Sing,frātrī,fraːtriː,3200,322,1302,1564,12
frater,NOUN:Acc+Sing,frātrem,fraːtrem,5738,607,2340,2780,11
frater,NOUN:Voc+Sing,frāter,fraːter,11260,719,3303,7214,24
frater,NOUN:Abl+Sing,frātre,fraːtre,2471,337,835,1293,6
frater,NOUN:Nom+Plur,frātrēs,fraːtreːs,21187,333,9623,11145,86
frater,NOUN:Gen+Plur,frātrum,fraːtrum,5210,125,1291,3743,51
frater,NOUN:Dat+Plur,frātribus,fraːtribus,7706,111,2705,4819,71
frater,NOUN:Acc+Plur,frātrēs,fraːtreːs,21187,333,9623,11145,86
frater,NOUN:Voc+Plur,frātrēs,fraːtreːs,21187,333,9623,11145,86
frater,NOUN:Abl+Plur,frātribus,fraːtribus,7706,111,2705,4819,71
